sale_id,sale_date,region,channel,category,product,customer_segment,units,unit_price,unit_cost
S001393,2025-05-21,East,Retail,Audio,Speaker,Consumer,5,75.0,40.0
S001394,2025-05-09,South,Online,Electronics,Tablet,SMB,8,450.0,300.0
S001395,2025-05-31,South,Partner,Audio,Speaker,Enterprise,6,75.0,40.0
S001396,2025-05-21,South,Retail,Peripherals,Keyboard,SMB,2,60.0,32.0
S001397,2025-05-22,North,Partner,Accessories,Case,SMB,4,18.0,6.0
S001398,2025-05-13,North,Online,Accessories,Charger,SMB,6,25.0,9.0
S001399,2025-05-23,East,Retail,Peripherals,Keyboard,Consumer,6,60.0,32.0
S001400,2025-05-19,East,Online,Audio,Speaker,Enterprise,4,75.0,40.0
S001401,2025-05-21,East,Partner,Accessories,Cable,SMB,8,12.0,4.0
S001402,2025-05-03,West,Partner,Electronics,Laptop,Enterprise,1,1200.0,850.0
S001403,2025-05-11,West,Partner,Peripherals,Mouse,Enterprise,4,30.0,14.0
S001404,2025-05-20,North,Retail,Accessories,Charger,Consumer,8,25.0,9.0
S001405,2025-05-11,East,Retail,Peripherals,Mouse,Enterprise,1,30.0,14.0
S001406,2025-05-23,South,Retail,Electronics,Tablet,Enterprise,8,450.0,300.0
S001407,2025-05-16,South,Retail,Audio,Headphones,SMB,3,90.0,48.0
S001408,2025-05-11,East,Retail,Electronics,Laptop,Enterprise,2,1200.0,850.0
S001409,2025-05-07,South,Retail,Audio,Headphones,Enterprise,3,90.0,48.0
S001410,2025-06-10,South,Online,Electronics,Phone,SMB,6,800.0,560.0
S001411,2025-06-09,East,Partner,Peripherals,Monitor,SMB,7,220.0,150.0
S001412,2025-06-29,East,Partner,Accessories,Case,Enterprise,6,18.0,6.0
S001413,2025-06-01,South,Retail,Accessories,Charger,Consumer,6,25.0,9.0
S001414,2025-06-26,East,Online,Peripherals,Keyboard,Enterprise,5,60.0,32.0
S001415,2025-06-27,East,Online,Audio,Earbuds,Enterprise,5,130.0,70.0
S001416,2025-06-29,South,Retail,Accessories,Case,Consumer,3,18.0,6.0
S001417,2025-06-21,North,Partner,Accessories,Cable,Consumer,6,12.0,4.0
S001418,2025-06-14,West,Retail,Accessories,Case,SMB,2,18.0,6.0
S001419,2025-06-12,East,Retail,Peripherals,Monitor,Enterprise,1,220.0,150.0
S001420,2025-06-26,West,Retail,Accessories,Case,SMB,3,18.0,6.0
S001421,2025-06-30,East,Partner,Electronics,Tablet,Enterprise,4,450.0,300.0
S001422,2025-06-04,South,Online,Accessories,Charger,Consumer,4,25.0,9.0
S001423,2025-06-23,South,Partner,Peripherals,Monitor,Enterprise,4,220.0,150.0
S001424,2025-06-27,West,Retail,Peripherals,Mouse,Enterprise,6,30.0,14.0
S001425,2025-06-02,West,Partner,Accessories,Charger,SMB,4,25.0,9.0
S001426,2025-06-07,North,Online,Electronics,Laptop,SMB,6,1200.0,850.0
S001427,2025-06-12,South,Partner,Electronics,Phone,Enterprise,8,800.0,560.0
S001428,2025-06-29,South,Retail,Electronics,Tablet,Consumer,2,450.0,300.0
S001429,2025-06-10,West,Online,Accessories,Charger,SMB,6,25.0,9.0
S001430,2025-06-11,East,Online,Peripherals,Keyboard,SMB,4,60.0,32.0
S001431,2025-06-29,South,Partner,Peripherals,Mouse,Enterprise,4,30.0,14.0
S001432,2025-06-04,South,Partner,Audio,Speaker,Consumer,8,75.0,40.0
S001433,2025-06-11,South,Partner,Electronics,Tablet,Enterprise,2,450.0,300.0
S001434,2025-06-21,North,Retail,Accessories,Cable,Consumer,6,12.0,4.0
S001435,2025-06-25,East,Partner,Peripherals,Monitor,SMB,1,220.0,150.0
S001436,2025-06-26,East,Retail,Peripherals,Mouse,SMB,8,30.0,14.0
S001437,2025-06-27,South,Retail,Peripherals,Monitor,Consumer,1,220.0,150.0
S001438,2025-06-03,West,Online,Accessories,Charger,Enterprise,6,25.0,9.0
S001439,2025-06-03,North,Partner,Audio,Earbuds,Consumer,2,130.0,70.0
S001440,2025-06-01,West,Partner,Peripherals,Monitor,Enterprise,8,220.0,150.0
S001441,2025-06-27,North,Retail,Accessories,Case,Enterprise,5,18.0,6.0
S001442,2025-06-09,East,Online,Peripherals,Monitor,SMB,1,220.0,150.0
S001443,2025-06-07,South,Online,Audio,Speaker,Consumer,4,75.0,40.0
S001444,2025-06-29,South,Retail,Audio,Earbuds,SMB,5,130.0,70.0
S001445,2025-06-12,West,Partner,Electronics,Laptop,Consumer,7,1200.0,850.0
S001446,2025-06-17,North,Retail,Electronics,Phone,Enterprise,8,800.0,560.0
S001447,2025-06-05,South,Online,Peripherals,Mouse,Enterprise,8,30.0,14.0
S001448,2025-06-13,East,Retail,Electronics,Tablet,Consumer,7,450.0,300.0
S001449,2025-06-08,East,Partner,Electronics,Phone,Consumer,8,800.0,560.0
S001450,2025-06-29,South,Online,Peripherals,Monitor,Consumer,3,220.0,150.0
S001451,2025-06-03,East,Online,Accessories,Cable,Consumer,4,12.0,4.0
S001452,2025-06-02,North,Online,Peripherals,Keyboard,SMB,3,60.0,32.0
S001453,2025-06-16,West,Retail,Audio,Earbuds,Enterprise,4,130.0,70.0
S001454,2025-06-21,West,Retail,Accessories,Charger,Consumer,3,25.0,9.0
S001455,2025-06-02,East,Online,Accessories,Cable,Enterprise,4,12.0,4.0
S001456,2025-06-07,North,Partner,Peripherals,Mouse,Enterprise,2,30.0,14.0
S001457,2025-06-24,North,Partner,Accessories,Cable,SMB,3,12.0,4.0
S001458,2025-06-19,West,Partner,Electronics,Laptop,Consumer,8,1200.0,850.0
S001459,2025-06-05,West,Online,Accessories,Cable,SMB,7,12.0,4.0
S001460,2025-06-08,West,Online,Peripherals,Monitor,SMB,6,220.0,150.0
S001461,2025-06-09,North,Retail,Accessories,Cable,Consumer,5,12.0,4.0
S001462,2025-06-11,West,Retail,Audio,Speaker,SMB,2,75.0,40.0
S001463,2025-06-06,East,Online,Audio,Headphones,Consumer,2,90.0,48.0
S001464,2025-06-19,North,Partner,Electronics,Laptop,SMB,3,1200.0,850.0
S001465,2025-06-28,North,Online,Peripherals,Mouse,Enterprise,6,30.0,14.0
S001466,2025-06-08,West,Retail,Peripherals,Mouse,SMB,5,30.0,14.0
S001467,2025-06-04,East,Online,Accessories,Charger,SMB,3,25.0,9.0
S001468,2025-06-19,South,Online,Audio,Speaker,SMB,8,75.0,40.0
S001469,2025-06-24,West,Partner,Accessories,Charger,Enterprise,2,25.0,9.0
S001470,2025-06-16,North,Partner,Audio,Headphones,Enterprise,3,90.0,48.0
S001471,2025-06-01,South,Partner,Peripherals,Keyboard,Enterprise,7,60.0,32.0
S001472,2025-06-24,West,Retail,Electronics,Phone,Consumer,4,800.0,560.0
S001473,2025-06-19,West,Partner,Accessories,Cable,Consumer,2,12.0,4.0
S001474,2025-06-24,North,Retail,Audio,Speaker,Enterprise,6,75.0,40.0
S001475,2025-06-01,West,Partner,Electronics,Phone,Consumer,5,800.0,560.0
S001476,2025-06-21,North,Retail,Peripherals,Monitor,Consumer,6,220.0,150.0
S001477,2025-06-11,South,Retail,Peripherals,Monitor,Enterprise,4,220.0,150.0
S001478,2025-06-20,East,Partner,Electronics,Tablet,Enterprise,5,450.0,300.0
S001479,2025-06-09,East,Retail,Peripherals,Mouse,Enterprise,3,30.0,14.0
S001480,2025-06-15,South,Retail,Accessories,Charger,Consumer,3,25.0,9.0
S001481,2025-06-29,South,Retail,Accessories,Charger,SMB,6,25.0,9.0
S001482,2025-06-13,South,Retail,Peripherals,Mouse,Consumer,7,30.0,14.0
S001483,2025-06-14,South,Partner,Audio,Earbuds,SMB,5,130.0,70.0
S001484,2025-06-22,East,Online,Accessories,Charger,Consumer,7,25.0,9.0
S001485,2025-06-29,South,Online,Accessories,Cable,Consumer,8,12.0,4.0
S001486,2025-06-21,North,Partner,Accessories,Cable,Enterprise,5,12.0,4.0
S001487,2025-06-24,North,Retail,Peripherals,Keyboard,Consumer,3,60.0,32.0
S001488,2025-06-07,West,Retail,Electronics,Phone,Enterprise,5,800.0,560.0
S001489,2025-06-08,East,Partner,Accessories,Case,Enterprise,5,18.0,6.0
S001490,2025-06-26,North,Online,Electronics,Laptop,Consumer,2,1200.0,850.0
S001491,2025-06-19,West,Online,Accessories,Case,Consumer,2,18.0,6.0
S001492,2025-06-16,West,Online,Peripherals,Monitor,SMB,6,220.0,150.0
S001493,2025-06-09,East,Partner,Electronics,Phone,SMB,7,800.0,560.0
S001494,2025-06-23,East,Retail,Electronics,Phone,SMB,4,800.0,560.0
S001495,2025-06-09,South,Online,Audio,Headphones,Consumer,2,90.0,48.0
S001496,2025-06-20,South,Partner,Peripherals,Keyboard,SMB,6,60.0,32.0
S001497,2025-06-11,South,Partner,Accessories,Case,Enterprise,4,18.0,6.0
S001498,2025-06-17,South,Partner,Peripherals,Monitor,Consumer,5,220.0,150.0
S001499,2025-06-18,South,Retail,Electronics,Tablet,Enterprise,1,450.0,300.0
S001500,2025-06-17,West,Partner,Peripherals,Mouse,SMB,3,30.0,14.0
S001501,2025-06-06,North,Online,Electronics,Laptop,Enterprise,6,1200.0,850.0
S001502,2025-07-11,North,Online,Electronics,Tablet,Consumer,1,450.0,300.0
S001503,2025-07-10,South,Retail,Accessories,Case,Enterprise,2,18.0,6.0
S001504,2025-07-05,East,Online,Peripherals,Monitor,Consumer,5,220.0,150.0
S001505,2025-07-15,West,Online,Electronics,Tablet,Consumer,8,450.0,300.0
S001506,2025-07-10,East,Partner,Peripherals,Keyboard,Consumer,3,60.0,32.0
S001507,2025-07-13,East,Partner,Accessories,Cable,SMB,2,12.0,4.0
S001508,2025-07-28,North,Partner,Audio,Speaker,SMB,2,75.0,40.0
S001509,2025-07-20,East,Retail,Electronics,Phone,SMB,3,800.0,560.0
S001510,2025-07-01,North,Online,Peripherals,Monitor,Enterprise,2,220.0,150.0
S001511,2025-07-30,East,Online,Peripherals,Keyboard,Consumer,5,60.0,32.0
S001512,2025-07-24,East,Retail,Accessories,Case,SMB,2,18.0,6.0
S001513,2025-07-21,West,Partner,Electronics,Tablet,Consumer,8,450.0,300.0
S001514,2025-07-11,North,Partner,Accessories,Case,SMB,6,18.0,6.0
S001515,2025-07-29,West,Partner,Electronics,Laptop,SMB,6,1200.0,850.0
S001516,2025-07-25,West,Retail,Peripherals,Monitor,Consumer,6,220.0,150.0
S001517,2025-07-29,North,Partner,Electronics,Phone,Consumer,5,800.0,560.0
S001518,2025-07-22,North,Partner,Peripherals,Keyboard,SMB,1,60.0,32.0
S001519,2025-07-18,West,Partner,Peripherals,Monitor,Enterprise,3,220.0,150.0
S001520,2025-07-03,North,Partner,Electronics,Tablet,Consumer,4,450.0,300.0
S001521,2025-07-31,North,Online,Audio,Earbuds,Consumer,8,130.0,70.0
S001522,2025-07-08,South,Retail,Electronics,Laptop,Enterprise,4,1200.0,850.0
S001523,2025-07-29,West,Retail,Electronics,Tablet,SMB,3,450.0,300.0
S001524,2025-07-01,East,Partner,Accessories,Charger,Enterprise,6,25.0,9.0
S001525,2025-07-26,East,Retail,Peripherals,Mouse,Consumer,1,30.0,14.0
S001526,2025-07-22,South,Partner,Audio,Headphones,Enterprise,8,90.0,48.0
S001527,2025-07-26,North,Partner,Audio,Earbuds,Enterprise,6,130.0,70.0
S001528,2025-07-23,North,Retail,Peripherals,Mouse,SMB,3,30.0,14.0
S001529,2025-07-23,North,Partner,Peripherals,Keyboard,SMB,6,60.0,32.0
S001530,2025-07-02,North,Online,Electronics,Phone,Enterprise,8,800.0,560.0
S001531,2025-07-13,East,Partner,Accessories,Cable,SMB,4,12.0,4.0
S001532,2025-07-21,West,Partner,Electronics,Phone,SMB,8,800.0,560.0
S001533,2025-07-17,West,Partner,Audio,Headphones,Consumer,6,90.0,48.0
S001534,2025-07-27,West,Online,Peripherals,Keyboard,Enterprise,2,60.0,32.0
S001535,2025-07-12,West,Partner,Audio,Speaker,Consumer,3,75.0,40.0
S001536,2025-07-31,South,Online,Accessories,Charger,SMB,4,25.0,9.0
S001537,2025-07-01,East,Online,Peripherals,Keyboard,Consumer,5,60.0,32.0
S001538,2025-07-17,West,Partner,Peripherals,Keyboard,Enterprise,5,60.0,32.0
S001539,2025-07-10,West,Retail,Audio,Speaker,SMB,3,75.0,40.0
S001540,2025-07-28,North,Online,Accessories,Case,SMB,7,18.0,6.0
S001541,2025-07-31,South,Partner,Audio,Headphones,Enterprise,6,90.0,48.0
S001542,2025-07-29,South,Online,Electronics,Laptop,SMB,8,1200.0,850.0
S001543,2025-07-12,East,Online,Audio,Speaker,Enterprise,2,75.0,40.0
S001544,2025-07-12,North,Retail,Accessories,Cable,SMB,7,12.0,4.0
S001545,2025-07-30,East,Online,Audio,Speaker,Consumer,6,75.0,40.0
S001546,2025-07-26,West,Partner,Electronics,Laptop,Enterprise,2,1200.0,850.0
S001547,2025-07-11,North,Retail,Accessories,Charger,Consumer,2,25.0,9.0
S001548,2025-07-14,East,Retail,Peripherals,Monitor,Enterprise,5,220.0,150.0
S001549,2025-07-01,East,Online,Electronics,Phone,Enterprise,5,800.0,560.0
S001550,2025-07-18,East,Online,Audio,Speaker,SMB,7,75.0,40.0
S001551,2025-07-14,East,Online,Electronics,Laptop,SMB,5,1200.0,850.0
S001552,2025-07-02,South,Partner,Audio,Headphones,Enterprise,1,90.0,48.0
S001553,2025-07-17,North,Partner,Audio,Earbuds,SMB,8,130.0,70.0
S001554,2025-07-03,East,Online,Peripherals,Monitor,Consumer,5,220.0,150.0
S001555,2025-07-31,West,Online,Electronics,Phone,Consumer,8,800.0,560.0
S001556,2025-07-30,East,Partner,Audio,Speaker,SMB,5,75.0,40.0
S001557,2025-07-22,South,Online,Accessories,Case,Consumer,7,18.0,6.0
S001558,2025-07-18,South,Retail,Peripherals,Monitor,SMB,1,220.0,150.0
S001559,2025-07-06,East,Retail,Peripherals,Keyboard,Consumer,7,60.0,32.0
S001560,2025-07-01,South,Online,Audio,Earbuds,SMB,2,130.0,70.0
S001561,2025-07-15,North,Online,Audio,Headphones,Enterprise,3,90.0,48.0
S001562,2025-07-28,North,Online,Accessories,Cable,SMB,6,12.0,4.0
S001563,2025-07-09,North,Retail,Accessories,Charger,Consumer,4,25.0,9.0
S001564,2025-07-30,North,Online,Electronics,Phone,Consumer,4,800.0,560.0
S001565,2025-07-04,East,Retail,Peripherals,Mouse,SMB,2,30.0,14.0
S001566,2025-07-16,West,Partner,Electronics,Tablet,Consumer,7,450.0,300.0
S001567,2025-07-11,South,Partner,Peripherals,Keyboard,Consumer,8,60.0,32.0
S001568,2025-07-22,West,Partner,Audio,Earbuds,SMB,2,130.0,70.0
S001569,2025-07-04,East,Online,Electronics,Phone,Consumer,4,800.0,560.0
S001570,2025-07-20,West,Retail,Audio,Earbuds,SMB,7,130.0,70.0
S001571,2025-07-22,West,Online,Electronics,Tablet,SMB,7,450.0,300.0
S001572,2025-07-10,South,Retail,Peripherals,Monitor,SMB,2,220.0,150.0
S001573,2025-07-08,South,Retail,Audio,Headphones,Enterprise,4,90.0,48.0
S001574,2025-07-27,West,Partner,Peripherals,Keyboard,Enterprise,8,60.0,32.0
S001575,2025-07-26,South,Retail,Electronics,Tablet,SMB,4,450.0,300.0
S001576,2025-07-03,North,Retail,Electronics,Phone,Consumer,5,800.0,560.0
S001577,2025-07-24,North,Retail,Peripherals,Mouse,Consumer,8,30.0,14.0
S001578,2025-07-19,South,Online,Electronics,Laptop,Enterprise,7,1200.0,850.0
S001579,2025-07-31,South,Retail,Audio,Earbuds,SMB,3,130.0,70.0
S001580,2025-07-11,South,Partner,Accessories,Charger,SMB,6,25.0,9.0
S001581,2025-07-07,East,Partner,Electronics,Laptop,Enterprise,4,1200.0,850.0
S001582,2025-07-02,North,Partner,Electronics,Laptop,Enterprise,5,1200.0,850.0
S001583,2025-07-26,West,Partner,Electronics,Phone,SMB,1,800.0,560.0
S001584,2025-07-24,North,Partner,Peripherals,Mouse,Enterprise,6,30.0,14.0
S001585,2025-07-20,South,Partner,Audio,Speaker,Consumer,8,75.0,40.0
S001586,2025-07-06,East,Partner,Audio,Earbuds,SMB,8,130.0,70.0
S001587,2025-07-25,North,Retail,Peripherals,Monitor,SMB,8,220.0,150.0
S001588,2025-07-29,North,Online,Accessories,Cable,SMB,1,12.0,4.0
S001589,2025-07-27,North,Partner,Electronics,Laptop,SMB,7,1200.0,850.0
S001590,2025-07-26,East,Online,Electronics,Phone,SMB,2,800.0,560.0
S001591,2025-07-03,West,Online,Peripherals,Monitor,Consumer,4,220.0,150.0
S001592,2025-07-22,West,Partner,Accessories,Cable,Enterprise,1,12.0,4.0
S001593,2025-07-19,North,Online,Electronics,Tablet,Consumer,1,450.0,300.0
S001594,2025-07-08,East,Retail,Electronics,Tablet,Consumer,6,450.0,300.0
S001595,2025-08-12,West,Online,Peripherals,Keyboard,Enterprise,3,60.0,32.0
S001596,2025-08-10,South,Retail,Peripherals,Monitor,SMB,1,220.0,150.0
S001597,2025-08-07,South,Retail,Audio,Speaker,Consumer,8,75.0,40.0
S001598,2025-08-28,South,Retail,Accessories,Cable,Enterprise,7,12.0,4.0
S001599,2025-08-13,North,Online,Electronics,Phone,SMB,2,800.0,560.0
S001600,2025-08-18,North,Partner,Electronics,Phone,Consumer,8,800.0,560.0
S001601,2025-08-24,South,Online,Audio,Speaker,Enterprise,1,75.0,40.0
S001602,2025-08-05,West,Retail,Audio,Headphones,Consumer,4,90.0,48.0
S001603,2025-08-09,East,Partner,Accessories,Cable,SMB,3,12.0,4.0
S001604,2025-08-30,East,Partner,Electronics,Tablet,SMB,8,450.0,300.0
S001605,2025-08-02,South,Retail,Accessories,Case,SMB,4,18.0,6.0
S001606,2025-08-30,North,Partner,Audio,Headphones,Enterprise,6,90.0,48.0
S001607,2025-08-26,North,Online,Audio,Speaker,Consumer,3,75.0,40.0
S001608,2025-08-24,North,Online,Audio,Earbuds,SMB,3,130.0,70.0
S001609,2025-08-06,East,Retail,Electronics,Laptop,Consumer,5,1200.0,850.0
S001610,2025-08-16,South,Retail,Electronics,Laptop,Consumer,5,1200.0,850.0
S001611,2025-08-14,East,Retail,Accessories,Case,Consumer,6,18.0,6.0
S001612,2025-08-01,West,Partner,Peripherals,Monitor,Consumer,5,220.0,150.0
S001613,2025-08-21,West,Retail,Accessories,Charger,Enterprise,2,25.0,9.0
S001614,2025-08-07,North,Partner,Peripherals,Mouse,SMB,3,30.0,14.0
S001615,2025-08-18,East,Online,Electronics,Phone,Enterprise,1,800.0,560.0
S001616,2025-08-18,West,Partner,Audio,Earbuds,Consumer,4,130.0,70.0
S001617,2025-08-22,East,Online,Electronics,Laptop,Consumer,4,1200.0,850.0
S001618,2025-08-06,North,Online,Peripherals,Mouse,Enterprise,6,30.0,14.0
S001619,2025-08-28,South,Retail,Peripherals,Keyboard,SMB,5,60.0,32.0
S001620,2025-08-19,South,Retail,Electronics,Phone,SMB,7,800.0,560.0
S001621,2025-08-14,South,Online,Electronics,Phone,Consumer,7,800.0,560.0
S001622,2025-08-28,South,Partner,Accessories,Case,Enterprise,3,18.0,6.0
S001623,2025-08-25,South,Online,Accessories,Charger,Consumer,8,25.0,9.0
S001624,2025-08-06,North,Retail,Electronics,Tablet,SMB,7,450.0,300.0
S001625,2025-08-23,South,Online,Accessories,Cable,Enterprise,2,12.0,4.0
S001626,2025-08-30,North,Partner,Peripherals,Monitor,Consumer,1,220.0,150.0
S001627,2025-08-19,North,Retail,Audio,Headphones,Consumer,2,90.0,48.0
S001628,2025-08-30,East,Retail,Audio,Headphones,Enterprise,7,90.0,48.0
S001629,2025-08-13,South,Partner,Audio,Headphones,Enterprise,7,90.0,48.0
S001630,2025-08-30,East,Online,Audio,Speaker,Consumer,1,75.0,40.0
S001631,2025-08-06,West,Online,Audio,Headphones,SMB,7,90.0,48.0
S001632,2025-08-26,North,Retail,Peripherals,Mouse,SMB,4,30.0,14.0
S001633,2025-08-14,East,Retail,Audio,Speaker,Enterprise,5,75.0,40.0
S001634,2025-08-09,North,Retail,Audio,Speaker,SMB,8,75.0,40.0
S001635,2025-08-12,West,Online,Peripherals,Monitor,Enterprise,1,220.0,150.0
S001636,2025-08-27,North,Retail,Accessories,Case,SMB,5,18.0,6.0
S001637,2025-08-03,West,Retail,Electronics,Phone,SMB,3,800.0,560.0
S001638,2025-08-16,East,Retail,Peripherals,Monitor,Enterprise,5,220.0,150.0
S001639,2025-08-05,North,Retail,Peripherals,Mouse,SMB,1,30.0,14.0
S001640,2025-08-05,East,Partner,Accessories,Cable,SMB,6,12.0,4.0
S001641,2025-08-16,South,Online,Audio,Headphones,Consumer,1,90.0,48.0
S001642,2025-08-29,West,Retail,Accessories,Cable,SMB,4,12.0,4.0
S001643,2025-08-05,North,Partner,Audio,Headphones,Enterprise,8,90.0,48.0
S001644,2025-08-20,North,Partner,Accessories,Charger,Consumer,6,25.0,9.0
S001645,2025-08-18,East,Retail,Audio,Headphones,SMB,2,90.0,48.0
S001646,2025-08-21,West,Partner,Peripherals,Mouse,SMB,5,30.0,14.0
S001647,2025-08-07,South,Retail,Accessories,Case,SMB,4,18.0,6.0
S001648,2025-08-06,South,Retail,Peripherals,Mouse,Consumer,2,30.0,14.0
S001649,2025-08-14,North,Online,Peripherals,Monitor,Consumer,5,220.0,150.0
S001650,2025-08-12,West,Online,Peripherals,Mouse,SMB,4,30.0,14.0
S001651,2025-08-12,West,Online,Accessories,Case,Consumer,3,18.0,6.0
S001652,2025-08-27,West,Partner,Electronics,Tablet,Consumer,4,450.0,300.0
S001653,2025-08-08,West,Online,Peripherals,Mouse,Consumer,5,30.0,14.0
S001654,2025-08-13,East,Online,Accessories,Case,SMB,4,18.0,6.0
S001655,2025-08-20,South,Online,Electronics,Laptop,Enterprise,5,1200.0,850.0
S001656,2025-08-05,South,Retail,Audio,Headphones,Consumer,8,90.0,48.0
S001657,2025-08-05,East,Retail,Accessories,Charger,Consumer,6,25.0,9.0
S001658,2025-08-30,North,Online,Accessories,Cable,SMB,8,12.0,4.0
S001659,2025-08-09,East,Partner,Peripherals,Mouse,Consumer,3,30.0,14.0
S001660,2025-08-05,West,Online,Accessories,Charger,Consumer,4,25.0,9.0
S001661,2025-08-11,West,Online,Peripherals,Mouse,Consumer,6,30.0,14.0
S001662,2025-08-05,North,Partner,Accessories,Case,SMB,7,18.0,6.0
S001663,2025-08-04,West,Online,Electronics,Phone,Consumer,2,800.0,560.0
S001664,2025-08-24,South,Online,Electronics,Phone,SMB,4,800.0,560.0
S001665,2025-08-03,West,Partner,Audio,Earbuds,SMB,2,130.0,70.0
S001666,2025-08-04,South,Partner,Audio,Speaker,Enterprise,1,75.0,40.0
S001667,2025-08-04,East,Online,Peripherals,Mouse,SMB,8,30.0,14.0
S001668,2025-08-23,West,Online,Electronics,Phone,SMB,2,800.0,560.0
S001669,2025-08-02,North,Retail,Accessories,Charger,SMB,5,25.0,9.0
S001670,2025-08-04,South,Partner,Audio,Earbuds,SMB,8,130.0,70.0
S001671,2025-08-04,South,Online,Accessories,Charger,Enterprise,4,25.0,9.0
S001672,2025-08-05,North,Online,Audio,Headphones,Consumer,1,90.0,48.0
S001673,2025-08-09,South,Online,Audio,Headphones,Consumer,5,90.0,48.0
S001674,2025-08-26,North,Online,Accessories,Cable,Enterprise,4,12.0,4.0
S001675,2025-08-07,North,Online,Audio,Headphones,Consumer,7,90.0,48.0
S001676,2025-08-08,North,Partner,Electronics,Tablet,Consumer,1,450.0,300.0
S001677,2025-08-10,West,Retail,Accessories,Case,SMB,7,18.0,6.0
S001678,2025-08-31,North,Partner,Electronics,Laptop,SMB,4,1200.0,850.0
S001679,2025-08-28,West,Retail,Electronics,Laptop,Enterprise,6,1200.0,850.0
S001680,2025-08-13,South,Online,Audio,Headphones,Enterprise,7,90.0,48.0
S001681,2025-08-27,North,Partner,Accessories,Cable,Consumer,8,12.0,4.0
S001682,2025-08-01,East,Partner,Peripherals,Monitor,Enterprise,5,220.0,150.0
S001683,2025-08-16,East,Online,Peripherals,Mouse,SMB,2,30.0,14.0
S001684,2025-08-05,South,Retail,Peripherals,Monitor,SMB,1,220.0,150.0
S001685,2025-08-08,East,Online,Accessories,Cable,SMB,6,12.0,4.0
S001686,2025-08-29,South,Retail,Audio,Earbuds,Consumer,6,130.0,70.0
S001687,2025-08-19,North,Partner,Audio,Earbuds,SMB,1,130.0,70.0
S001688,2025-08-11,East,Partner,Audio,Headphones,SMB,8,90.0,48.0
S001689,2025-09-06,South,Online,Peripherals,Keyboard,Enterprise,6,60.0,32.0
S001690,2025-09-15,North,Online,Audio,Headphones,Enterprise,2,90.0,48.0
S001691,2025-09-09,West,Retail,Electronics,Laptop,Enterprise,5,1200.0,850.0
S001692,2025-09-23,North,Partner,Peripherals,Keyboard,SMB,8,60.0,32.0
S001693,2025-09-10,North,Retail,Electronics,Laptop,SMB,8,1200.0,850.0
S001694,2025-09-01,South,Online,Accessories,Cable,Enterprise,6,12.0,4.0
S001695,2025-09-01,East,Online,Peripherals,Monitor,Consumer,8,220.0,150.0
S001696,2025-09-03,East,Partner,Peripherals,Keyboard,SMB,1,60.0,32.0
S001697,2025-09-20,North,Retail,Electronics,Phone,SMB,1,800.0,560.0
S001698,2025-09-17,North,Retail,Electronics,Laptop,Consumer,3,1200.0,850.0
S001699,2025-09-22,South,Partner,Electronics,Phone,Enterprise,3,800.0,560.0
S001700,2025-09-26,West,Retail,Electronics,Phone,SMB,5,800.0,560.0
S001701,2025-09-22,East,Online,Electronics,Tablet,Consumer,3,450.0,300.0
S001702,2025-09-03,North,Partner,Peripherals,Monitor,Enterprise,8,220.0,150.0
S001703,2025-09-11,South,Retail,Electronics,Tablet,Enterprise,6,450.0,300.0
S001704,2025-09-02,South,Online,Audio,Earbuds,Consumer,4,130.0,70.0
S001705,2025-09-26,East,Retail,Audio,Headphones,Consumer,7,90.0,48.0
S001706,2025-09-11,South,Retail,Audio,Speaker,Enterprise,3,75.0,40.0
S001707,2025-09-11,South,Retail,Accessories,Case,Enterprise,5,18.0,6.0
S001708,2025-09-09,South,Online,Peripherals,Keyboard,Consumer,5,60.0,32.0
S001709,2025-09-10,West,Online,Peripherals,Mouse,SMB,6,30.0,14.0
S001710,2025-09-16,East,Online,Electronics,Laptop,Consumer,5,1200.0,850.0
S001711,2025-09-04,East,Online,Peripherals,Mouse,Enterprise,3,30.0,14.0
S001712,2025-09-20,South,Partner,Peripherals,Keyboard,Enterprise,8,60.0,32.0
S001713,2025-09-06,South,Partner,Electronics,Phone,SMB,8,800.0,560.0
S001714,2025-09-10,West,Online,Electronics,Phone,SMB,8,800.0,560.0
S001715,2025-09-18,East,Retail,Audio,Earbuds,Consumer,1,130.0,70.0
S001716,2025-09-09,East,Online,Peripherals,Monitor,SMB,2,220.0,150.0
S001717,2025-09-28,West,Online,Accessories,Charger,Enterprise,5,25.0,9.0
S001718,2025-09-06,East,Partner,Audio,Headphones,Consumer,5,90.0,48.0
S001719,2025-09-09,East,Retail,Electronics,Laptop,Enterprise,7,1200.0,850.0
S001720,2025-09-03,West,Retail,Audio,Headphones,Enterprise,5,90.0,48.0
S001721,2025-09-17,North,Retail,Peripherals,Mouse,Consumer,2,30.0,14.0
S001722,2025-09-22,West,Partner,Electronics,Tablet,SMB,1,450.0,300.0
S001723,2025-09-27,East,Online,Accessories,Charger,Enterprise,1,25.0,9.0
S001724,2025-09-29,East,Partner,Audio,Speaker,Enterprise,6,75.0,40.0
S001725,2025-09-07,East,Retail,Electronics,Phone,Consumer,2,800.0,560.0
S001726,2025-09-18,West,Online,Peripherals,Monitor,SMB,2,220.0,150.0
S001727,2025-09-09,North,Partner,Electronics,Laptop,Enterprise,4,1200.0,850.0
S001728,2025-09-21,West,Retail,Accessories,Charger,Enterprise,7,25.0,9.0
